Customer Id,Customer Fname,Customer Lname,Customer Segment
4717,Mary,Sanders,Consumer
4799,Paul,Jensen,Consumer
4533,Walter,Chavez,Consumer
12383,Joyce,Phillips,Consumer
3518,Daniel,Smith,Consumer
4674,Mary,Lynn,Consumer
8519,Pamela,Michael,Consumer
5302,Betty,Smith,Consumer
3594,Mary,Smith,Consumer
9890,Christian,Luna,Consumer
1410,Mary,Smith,Consumer
7521,Mary,Ortega,Consumer
2106,Mary,Grimes,Consumer
8144,Mary,Summers,Consumer
5643,Tiffany,Caldwell,Consumer
2041,Paul,Garcia,Consumer
7537,Stephen,Lee,Consumer
3056,George,Middleton,Consumer
7967,Samuel,Jones,Consumer
1758,Larry,King,Consumer
7884,Peter,Smith,Corporate
289,Diana,Richards,Corporate
10081,Mary,Castillo,Corporate
1169,Mary,Smith,Corporate
1182,Mary,Smith,Corporate
717,Mary,Camacho,Corporate
20423,Ainsley,Leach,Corporate
5801,Theresa,Pearson,Corporate
702,Cynthia,Smith,Corporate
6951,Mary,Williams,Corporate
6780,Sean,Chung,Corporate
6422,Jonathan,Richmond,Corporate
5384,Christopher,Smith,Corporate
2985,Donald,Price,Corporate
18349,Rana,Moreno,Corporate
11286,Mary,Garcia,Corporate
489,William,Smith,Corporate
4510,Rachel,Cochran,Corporate
9626,Dorothy,Frye,Corporate
9494,Robert,Gilmore,Corporate
1718,Mary,Smith,Corporate
5295,Mary,Williams,Corporate
3984,Brenda,Webster,Corporate
5270,Andrea,Johnson,Corporate
10966,Martha,Pierce,Corporate
1868,Mary,Riddle,Corporate
17446,Freya,Golden,Corporate
10071,Mary,Lawrence,Corporate
1271,Carolyn,Shea,Corporate
11930,Mary,Gilbert,Corporate
20529,Lynn,Sweeney,Corporate
8358,Mary,Smith,Corporate
7705,Julia,Robinson,Corporate
17392,Patience,Ward,Corporate
18276,Cheryl,Koch,Corporate
7795,Sandra,Smith,Corporate
20655,Whitney,Collins,Corporate
2454,Kyle,Curtis,Corporate
150,Mary,Smith,Corporate
10671,Timothy,Moses,Corporate
11924,Mary,Ramos,Corporate
16086,Aimee,Terrell,Corporate
4398,Mary,Yoder,Consumer
5687,Mary,Chapman,Consumer
8534,Mary,Rose,Consumer
3372,Virginia,Smith,Consumer
10927,Jessica,Lang,Consumer
3597,Margaret,Smith,Consumer
2052,Mary,Anthony,Consumer
4399,Richard,Smith,Consumer
185,Deborah,Smith,Consumer
3441,Emma,Russell,Consumer
11947,Mary,Smith,Consumer
1555,Adam,Smith,Consumer
9399,Mary,Bennett,Consumer
2792,Roy,Carey,Consumer
10118,Mary,Reynolds,Consumer
8544,Sarah,Smith,Consumer
4296,Edward,Sanchez,Consumer
4391,Harry,Smith,Consumer
2882,Mary,Decker,Consumer
3283,Charles,Ramos,Consumer
397,Mary,Delgado,Consumer
4104,Debra,Butler,Consumer
12214,Jennifer,Summers,Consumer
10699,Mary,Lee,Consumer
2091,Doris,Smith,Consumer
10474,Benjamin,Case,Consumer
7504,Stephanie,Smith,Consumer
7518,Mary,Padilla,Consumer
1738,Nicholas,Murray,Consumer
1622,Mary,Smith,Consumer
1325,Gregory,Nelson,Consumer
5505,Joseph,Matthews,Consumer
4210,Matthew,Roach,Consumer
11229,Diane,Smith,Consumer
9385,Andrew,Whitehead,Consumer
900,George,Smith,Consumer
6217,Roger,Black,Consumer
9466,Mary,Smith,Consumer
4596,Mary,Burns,Consumer
5206,Mary,Palmer,Consumer
2823,Danielle,Smith,Consumer
10408,Sandra,Smith,Consumer
11011,Mary,Mullins,Consumer
40,Mary,Smith,Consumer
11636,Patrick,Browning,Consumer
7454,Andrew,Kim,Corporate
5138,William,Rivera,Corporate
8696,Mary,Pope,Corporate
2329,Mary,Smith,Corporate
12431,Mary,Rios,Corporate
10860,Mary,Johnson,Corporate
12094,Mary,Smith,Corporate
5088,Mary,Smith,Corporate
2200,Evelyn,Wilson,Corporate
3997,Margaret,Walker,Corporate
8746,Charles,Stout,Corporate
3687,Mary,Morrow,Corporate
9162,Christina,Carter,Corporate
8993,Mary,Smith,Corporate
5875,Mary,Rodgers,Corporate
2502,Mary,Smith,Corporate
9563,Pamela,Murphy,Corporate
7259,Jerry,Ingram,Corporate
3131,Mary,Brown,Corporate
4140,Brandon,Smith,Corporate
4539,Jacqueline,James,Corporate
6071,Mary,Wu,Corporate
8730,Mary,Smith,Corporate
9634,Mary,Weaver,Corporate
8010,Kathy,Smith,Corporate
3484,Rebecca,Hunter,Corporate
7307,Brandon,Foster,Corporate
1975,Mary,Smith,Corporate
629,Matthew,Huffman,Corporate
11753,Richard,Reid,Corporate
5375,Jeremy,Holmes,Corporate
1695,Amanda,Marquez,Corporate
9884,Maria,Dorsey,Corporate
8498,Joseph,Pennington,Corporate
7534,Mary,Smith,Corporate
123,Mary,Mann,Corporate
8925,Mary,Erickson,Corporate
5981,Ronald,Williamson,Corporate
7347,Carolyn,Gallegos,Corporate
19445,Felicia,Clark,Corporate
19444,Wanda,Sanford,Corporate
19443,Hayfa,Boyle,Corporate
19442,Lavinia,Houston,Corporate
19441,Yetta,Robinson,Corporate
19440,Jennifer,Holmes,Corporate
19439,Mara,Mcneil,Corporate
19438,Cleo,Woodward,Home Office
19437,Cally,Dunn,Corporate
19436,Wynter,Gay,Home Office
19435,Hyacinth,Nolan,Consumer
19434,Emma,Mayo,Corporate
19433,Xerxes,Terrell,Corporate
19432,Noel,Wheeler,Corporate
19431,Maryam,Grant,Corporate
19430,Naida,Small,Corporate
19429,Lana,Green,Consumer
19428,Patience,Woodward,Consumer
19427,Rylee,Garrett,Corporate
19426,Dakota,Green,Consumer
19425,Fallon,Donovan,Consumer
19424,Kylynn,Zimmerman,Consumer
19423,Inez,Fleming,Consumer
19422,Carolyn,Davenport,Consumer
19421,Miriam,Vega,Consumer
19420,Danielle,Rush,Home Office
19419,Chloe,Pickett,Home Office
19418,Beverly,Fisher,Consumer
19417,Gillian,Camacho,Home Office
19416,Madeline,Wooten,Home Office
19415,Yoshi,Shelton,Consumer
19414,Hadley,Russell,Corporate
19413,Renee,Morales,Corporate
19412,Iola,King,Corporate
19411,Tamekah,Blair,Corporate
19410,Cherokee,Huffman,Corporate
19409,Odessa,Cherry,Corporate
19408,Rose,Mack,Consumer
19407,Linda,Haley,Consumer
19406,May,Kennedy,Consumer
19405,Lilah,Holmes,Corporate
19404,Tana,Franklin,Consumer
19403,Emi,Mitchell,Corporate
19402,Cynthia,Albert,Corporate
19401,Myra,Manning,Corporate
19400,Medge,Mcfarland,Corporate
19399,Chloe,Nichols,Home Office
19398,Beatrice,Holt,Home Office
19397,Ria,Padilla,Home Office
19396,Charity,Sharpe,Home Office
19395,Nell,Garrison,Home Office
19394,Tamara,Larson,Home Office
19393,Phyllis,Higgins,Home Office
19392,Nelle,Shaffer,Home Office
19391,Aimee,Daugherty,Corporate
19390,Blossom,Middleton,Home Office
19389,Breanna,Morrison,Corporate
19388,Katelyn,Key,Corporate
19387,Karly,Porter,Corporate
19386,Olga,Stein,Corporate
19385,Brenna,Wyatt,Corporate
19384,Tatyana,Tyson,Home Office
19383,Ifeoma,Hendricks,Corporate
19382,Kitra,Howard,Corporate
19381,Summer,Hester,Consumer
19380,Sopoline,Hood,Consumer
19379,Emma,Suarez,Home Office
19378,Eliana,Santos,Consumer
19377,Denise,Young,Consumer
19376,Hermione,Rose,Corporate
19375,Lara,Kim,Consumer
19374,Hedy,Dunn,Consumer
19373,Violet,Melton,Home Office
19372,Taylor,Aguilar,Home Office
19371,Clare,Jenkins,Home Office
19370,Xerxes,Marsh,Corporate
19369,Rhonda,Bruce,Corporate
19368,Morgan,Jimenez,Consumer
19367,Illiana,Mcpherson,Consumer
19366,Joan,Hickman,Consumer
19365,Amity,Weber,Consumer
19364,Jayme,Tyler,Consumer
19363,Geraldine,Mcfadden,Consumer
19362,Anika,Stokes,Consumer
19361,Dana,Hoffman,Consumer
19360,Blossom,Hill,Corporate
19359,Sybil,Noel,Corporate
19358,Genevieve,Joyce,Corporate
19357,Tara,Gordon,Corporate
19356,Emma,Armstrong,Consumer
19355,Geraldine,Barlow,Corporate
19354,Lilah,Huff,Home Office
19353,Ella,Mcmahon,Consumer
19352,Lilah,Glass,Home Office
19351,Alyssa,Fowler,Home Office
19350,Heather,Rocha,Consumer
12069,Brittany,Gardner,Home Office
9597,Lori,Perez,Home Office
9467,Billy,Butler,Home Office
2546,Mary,Smith,Home Office
2240,Edward,West,Home Office
11650,Mary,Smith,Home Office
10368,Matthew,Key,Home Office
6489,Maria,Macdonald,Home Office
10533,Michael,Smith,Home Office
11292,William,Saunders,Home Office
47,Lori,Fuller,Home Office
6405,Mary,Anderson,Home Office
2426,Mary,Phillips,Home Office
8133,Benjamin,Riddle,Home Office
1429,Pamela,Murphy,Home Office
9120,Terry,Trujillo,Home Office
12221,Betty,Sanchez,Home Office
9415,Mary,Joyce,Home Office
724,Lawrence,Mclaughlin,Home Office
8897,Stephen,Blackburn,Home Office
7112,Mark,Harris,Home Office
1086,Mary,Smith,Home Office
2916,Cynthia,Nelson,Home Office
11339,Mary,King,Home Office
10166,Aaron,Smith,Home Office
3091,Carolyn,Rodriguez,Home Office
1070,Shawn,Huffman,Home Office
6871,Gregory,Bowman,Home Office
2339,Mary,Smith,Home Office
4232,Mary,Garza,Home Office
8986,Mary,Smith,Home Office
6491,Bruce,Cruz,Home Office
5564,Mary,Smith,Home Office
7955,Mary,Rios,Home Office
5728,Sarah,Montoya,Home Office
9704,Mary,Mcneil,Home Office
8485,Mary,Simmons,Home Office
11216,Mary,Morgan,Home Office
12160,Martha,Richmond,Home Office
6352,Madison,Smith,Home Office
5870,John,Hughes,Home Office
11776,Mary,Smith,Home Office
7060,Virginia,Carroll,Home Office
3466,Evelyn,Smith,Home Office
1834,Jane,Nichols,Home Office
2439,Mary,Smith,Home Office
6416,Mary,Smith,Home Office
6310,Jerry,Deleon,Home Office
9029,Mary,Bryan,Home Office
295,Julie,Tanner,Home Office
9011,Mary,Smith,Home Office
1577,Mary,Smith,Home Office
1568,Mary,Larson,Home Office
9047,Jordan,Medina,Home Office
7603,Kevin,Smith,Home Office
6746,Anthony,Sanchez,Home Office
1566,Mary,Simon,Consumer
2918,Mary,Myers,Consumer
1491,Joyce,Smith,Consumer
14915,Octavia,French,Consumer
9619,Mary,Smith,Consumer
2363,Mary,Frazier,Consumer
5898,Emily,Jacobs,Consumer
1948,Peter,Smith,Consumer
1820,Mary,Hill,Consumer
14770,Kelsie,Tate,Consumer
1962,Marie,Smith,Consumer
7175,Judy,Webb,Consumer
1222,Michael,Garcia,Consumer
487,Kenneth,Brown,Consumer
2217,Mary,Martinez,Consumer
14824,Jaime,Todd,Consumer
2078,Roger,Morales,Consumer
10497,Justin,Pena,Consumer
4695,Hannah,Guerra,Consumer
9857,Lawrence,Deleon,Consumer
2168,Mary,Reynolds,Consumer
4078,Mary,Gallegos,Consumer
11887,Christopher,Smith,Consumer
6588,Mary,Smith,Consumer
7167,Harold,Medina,Consumer
1459,Mary,Smith,Consumer
548,Ryan,Horton,Consumer
5224,Jane,Green,Consumer
2686,Mary,Coffey,Consumer
468,Mary,Stone,Consumer
1260,Kelly,Calderon,Consumer
3050,Mary,Smith,Consumer
10308,Mary,Smith,Consumer
387,Mary,Levy,Consumer
2270,Mary,Smith,Consumer
482,Megan,Moreno,Consumer
1956,Mary,Clay,Consumer
7466,Mary,Warren,Consumer
8224,Edward,Chang,Consumer
3490,Mary,Smith,Consumer
1596,John,Hammond,Consumer
3969,Carl,Smith,Consumer
9342,Teresa,Grant,Consumer
2028,Cynthia,Smith,Consumer
3940,Mary,Smith,Consumer
8293,Nathan,Mahoney,Consumer
9962,Diana,Smith,Consumer
8098,Mary,Smith,Consumer
8348,Mary,Maddox,Consumer
653,Jason,Haas,Consumer
8645,Andrew,Johnston,Consumer
1275,Amanda,Smith,Consumer
11189,Mary,Hammond,Consumer
5988,Melissa,Miller,Consumer
9726,Steven,Smith,Consumer
5113,Judith,Osborne,Consumer
7202,Beverly,Smith,Consumer
1173,Mary,Silva,Consumer
13597,Sara,Mejia,Consumer
4047,Marilyn,Potter,Consumer
6594,Rebecca,Austin,Consumer
1186,Mary,Soto,Consumer
4279,Jack,Meyer,Consumer
4151,Mary,Smith,Consumer
14848,Karina,Harper,Consumer
4697,Kathryn,Singh,Consumer
5887,Mary,Peters,Consumer
3207,Stephen,Smith,Consumer
12310,Ralph,Nielsen,Consumer
8397,Amber,Smith,Consumer
6306,Donna,Browning,Consumer
8002,Margaret,Martinez,Consumer
12382,Jennifer,Smith,Consumer
7844,Scott,Smith,Consumer
12291,Jennifer,Sims,Consumer
6523,Mary,Smith,Consumer
4867,Mary,Smith,Consumer
5301,Mary,Ward,Consumer
4784,Mary,Williams,Consumer
7446,Lisa,Williams,Consumer
11455,Mary,Weaver,Consumer
5364,Thomas,Colon,Consumer
259,Mary,Bates,Consumer
11290,Catherine,Smith,Consumer
8517,Debra,Smith,Consumer
7407,Diane,Kim,Consumer
5965,Richard,Parker,Consumer
8677,Cynthia,Mccoy,Consumer
10093,Michael,Lopez,Consumer
12119,Barbara,Pham,Consumer
8274,Mary,Mcgrath,Consumer
2291,Mary,Mcdonald,Consumer
11310,Kenneth,Williams,Consumer
155,Brittany,Juarez,Consumer
4998,Mary,Smith,Consumer
7720,Lisa,Ramirez,Consumer
3099,Brittany,Copeland,Consumer
5011,William,Berg,Consumer
2643,David,Smith,Consumer
9501,Patricia,Smith,Consumer
9760,Mary,Wolf,Consumer
11793,Thomas,Riley,Consumer
7273,Mary,Smith,Consumer
3329,Joshua,Smith,Consumer
9429,George,Terrell,Consumer
437,Cynthia,Benjamin,Consumer
2538,Kelly,Williams,Consumer
4280,Mary,Mccoy,Consumer
2813,Mary,Smith,Consumer
4249,Mary,Butler,Consumer
9697,Stephen,Williams,Consumer
27,Mary,Vincent,Consumer
5274,Michael,Beard,Consumer
11273,Mary,Ward,Consumer
9495,Nicholas,Smith,Consumer
4841,John,Warner,Consumer
9803,Mary,Brady,Consumer
7391,Mary,Garrett,Consumer
11426,Mary,Smith,Consumer
11664,Mary,Smith,Consumer
5339,Mary,Moore,Consumer
3204,Edward,Smith,Consumer
4438,Frank,Jennings,Consumer
5243,Mary,Smith,Consumer
5089,James,Holloway,Consumer
6073,Mary,Campos,Consumer
8992,Maria,Summers,Consumer
6466,Susan,Meyer,Consumer
11438,Mary,Pugh,Consumer
9524,Mary,Nelson,Consumer
2464,Teresa,Warner,Consumer
3770,Mary,Johnson,Consumer
1306,Zachary,Taylor,Consumer
10811,Joshua,Carter,Consumer
12033,Aaron,Villa,Consumer
9248,Mary,Luna,Consumer
2214,Mary,Smith,Consumer
6738,Mary,Taylor,Consumer
5074,Karen,Smith,Consumer
9148,Robert,Gallagher,Consumer
3497,Mary,Smith,Consumer
10066,Janice,Smith,Consumer
4248,Jonathan,Smith,Consumer
6473,Mary,Castillo,Consumer
12288,Karen,Smith,Consumer
7764,Mary,Wilson,Consumer
11720,Mary,Smith,Consumer
3935,Harold,Hayes,Consumer
8792,Mary,Smith,Consumer
10416,Mary,Goodwin,Consumer
424,Stephen,Douglas,Consumer
10031,Crystal,Blake,Consumer
10819,Michelle,Koch,Consumer
5418,Mary,Roy,Consumer
7272,Benjamin,Hurst,Consumer
5329,Jack,Townsend,Consumer
7810,Henry,Smith,Consumer
3624,Grace,Shah,Consumer
7331,Pamela,Strong,Consumer
125,Mary,Gallagher,Consumer
9419,Mary,Smith,Consumer
1250,Teresa,Smith,Consumer
7683,Cynthia,Wallace,Consumer
2728,Mary,Adams,Consumer
4612,Mary,Wilson,Consumer
12019,Mary,Walters,Consumer
10549,Mary,Atkinson,Consumer
4909,Mary,Smith,Consumer
5854,Mary,Smith,Consumer
3066,Mary,Smith,Consumer
11431,Willie,Sanders,Consumer
9906,Richard,Smith,Consumer
2048,Mary,Wolf,Consumer
3071,Mary,Meadows,Consumer
11065,Aaron,Smith,Consumer
394,David,Smith,Consumer
5707,Kathy,Sampson,Consumer
2682,Cynthia,Miller,Consumer
467,James,Smith,Consumer
10577,Jennifer,Fuentes,Consumer
3471,Mary,Franco,Consumer
3535,Betty,Rodgers,Consumer
11715,Mary,Smith,Consumer
9814,Daniel,Smith,Consumer
4848,Jennifer,Morgan,Consumer
569,Mary,Frye,Consumer
5749,Mary,Smith,Consumer
4460,Mary,Smith,Consumer
6506,Anna,Bailey,Consumer
6050,Rebecca,Arnold,Consumer
3246,Lori,Burns,Consumer
2364,Thomas,Whitney,Consumer
12216,Ann,Deleon,Consumer
11388,Mary,Rangel,Consumer
1628,Benjamin,Smith,Consumer
7222,Jesse,Stein,Consumer
5929,Mary,Shepherd,Consumer
6123,Mary,Anderson,Consumer
587,Patrick,Smith,Consumer
1240,Mary,Warner,Consumer
8806,Amber,Diaz,Consumer
341,Mary,Smith,Consumer
3064,Sandra,Smith,Consumer
10614,James,Smith,Consumer
10563,Mary,Smith,Consumer
11002,Alexander,Smith,Consumer
11486,Mary,Smith,Consumer
1759,Mary,Barnett,Consumer
10659,Barbara,Beck,Consumer
8899,Cynthia,Brown,Consumer
3315,Andrew,Butler,Consumer
10051,Kathryn,Smith,Consumer
6402,Mary,Frazier,Consumer
4021,Catherine,Shelton,Consumer
4195,Katherine,Lawrence,Consumer
7464,Mary,Ramirez,Consumer
11592,Mary,Smith,Consumer
10831,Larry,Smith,Consumer
7586,Christina,Sanchez,Consumer
8551,Harold,Dalton,Corporate
7163,Mary,Jones,Corporate
9163,Mary,Russell,Corporate
20402,Cleo,Buchanan,Corporate
4807,Raymond,Rodgers,Corporate
88,Mary,Henry,Corporate
7697,Hannah,Wilkins,Corporate
18007,Audra,Weber,Corporate
8720,Mary,Alvarado,Corporate
12100,Richard,Bolton,Corporate
11979,Brandon,Smith,Corporate
3905,Denise,Smith,Corporate
8552,Mary,Smith,Corporate
12038,Patricia,Smith,Corporate
15995,Cora,Cotton,Corporate
10291,Ann,Smith,Corporate
1293,Mary,Carey,Corporate
6961,James,Mitchell,Corporate
16013,Hillary,Atkins,Corporate
7931,Mary,Mcdaniel,Corporate
20545,Mara,Roman,Corporate
4618,Andrea,Smith,Corporate
4357,Mary,Smith,Corporate
3029,Bryan,Smith,Corporate
9769,Mary,Stevenson,Corporate
3567,Thomas,Schroeder,Corporate
5582,Gloria,Larson,Corporate
6855,Louis,Callahan,Corporate
10026,Mary,Wilson,Corporate
20400,Wynter,Justice,Corporate
6956,Mary,Anderson,Corporate
10082,Anna,Smith,Corporate
1839,Mary,Soto,Corporate
10155,Mary,French,Corporate
1098,Mary,Cunningham,Corporate
3172,Karen,Boyle,Corporate
5536,Mary,Smith,Corporate
11372,Mary,Clark,Corporate
4005,Virginia,Dyer,Corporate
11632,Mary,Smith,Corporate
10891,Mary,Smith,Corporate
4813,Mary,Smith,Corporate
11801,Shirley,Smith,Corporate
6156,Mary,Hernandez,Corporate
1763,Mary,Huffman,Corporate
6721,Mary,Poole,Corporate
12205,Roy,Smith,Corporate
10790,Stephen,Smith,Corporate
11922,Donald,Taylor,Corporate
10438,Barbara,Johnston,Corporate
17747,Jacqueline,Bauer,Corporate
16011,Martina,Bridges,Corporate
18004,Delilah,Church,Corporate
8,Megan,Smith,Corporate
3275,Steven,Williams,Corporate
9023,Jonathan,Schmidt,Corporate
8643,Mary,Valenzuela,Corporate
11797,Kimberly,Smith,Corporate
4062,Eugene,Smith,Corporate
6897,Mary,Howard,Corporate
11892,Diana,Hernandez,Corporate
6763,William,Salas,Corporate
17459,Tatyana,Vasquez,Corporate
8622,Shirley,Smith,Corporate
241,Janet,Carter,Corporate
17746,Roanna,Combs,Corporate
822,Rebecca,Smith,Corporate
6376,Crystal,Rodriguez,Corporate
9557,Mary,Figueroa,Consumer
11397,Mary,Mercer,Consumer
6999,Mary,Pitts,Consumer
10534,Mary,Brooks,Consumer
6815,Patricia,Kramer,Consumer
2269,Brittany,Garner,Consumer
10708,Diana,Smith,Consumer
9119,Mary,Smith,Consumer
9500,Mary,Vance,Consumer
9910,Justin,Ortega,Consumer
5036,Andrew,Smith,Consumer
2698,Mary,Adams,Consumer
6220,Mary,Smith,Consumer
6947,Frances,Boyle,Consumer
442,Mary,Smith,Consumer
9671,Jennifer,Smith,Consumer
5283,Jacob,Guerrero,Consumer
3364,Mary,Ramos,Consumer
2170,Nicholas,Smith,Consumer
11348,Beverly,Roberts,Consumer
10224,Betty,Lawson,Consumer
7006,George,Smith,Consumer
7363,Mary,Cole,Consumer
1595,Mary,Smith,Consumer
7492,Vincent,Smith,Consumer
9821,Deborah,Smith,Consumer
5246,Emily,Smith,Consumer
558,Michael,Mclaughlin,Consumer
1063,Mary,Friedman,Consumer
2610,Virginia,Johnson,Consumer
3964,Harry,Smith,Consumer
3868,Rachel,Smith,Consumer
3961,Brian,Riddle,Consumer
1261,Victoria,Hancock,Consumer
9341,Karen,Collins,Consumer
2550,Christian,Castillo,Consumer
12045,Jeffrey,Ryan,Consumer
2719,Mary,Smith,Consumer
7924,Mary,Arnold,Consumer
3206,Mary,Smith,Consumer
11945,Mary,Smith,Consumer
3141,Cynthia,Shannon,Consumer
3942,Stephanie,Smith,Consumer
8065,Margaret,Smith,Consumer
6758,John,Chung,Consumer
4842,Rachel,Smith,Consumer
581,Mary,Lara,Consumer
